id,isv,translations,helperWords,match,?min,?avg,?max,Rmin,Rmax,comments
17243,darovity,"обдарований, талановитий",,,,,,,,
25127,darvinist,дарвініст,,,,,,,,
25128,darvinizm,дарвінізм,,,,,,,,
1967,data,дата,,,,,,,,
1966,"dateljnik, dateljny pade?",давальний відмінок,,,,,,,,
6973,dati r?bot?,"найняти, працевлаштувати",,,,,,,,
22987,dati zajem,позичити,,,,,,,,
664,dati,дати,,,,,,,,
16930,dativ,давальний відмінок,,,,,,,,
25133,datovati,датувати,,,,,,,,
36072,datulja,фінік (фрукт),,,,,,,,
15276,daunlodova?je,завантаження (з інтернету),,,,,,,,
15278,daunlodovati,завантажувати,,,,,,,,
25134,dava?,"давалець, давальник",,,,,,,,
6979,davati r?bot?,"наймати, працевлаштовувати",,,,,,,,
22986,davati zajem,позичати,,,,,,,,
2898,davati,давати,,,,,,,,
25136,davec,"давалець, давальник, дарувальник",,,,,,,,
25137,daviti,"душити, придушувати, придавлювати",,,,,,,,
25139,davno,"давно, здавна",,,,,,,,
2861,davny,"давній, стародавній",,,,,,,,
1982,da?e,навіть,,,,,,,,
2623,dbati,дбати,,,,,,,,
1236,debata,"дебати, дискусія",,,,,,,,
25144,debatovati,"дебатувати, дискутувати",,,,,,,,
25146,debel?ti,"товстіти, товщати, товстішати",,,,,,,,
25147,debely,"дебелий, повний, здоровий",,,,,,,,
25148,debet,дебет,,,,,,,,
25150,debjut,дебют,,,,,,,,
25151,debjutant,дебютант,,,,,,,,
25152,debjutovati,дебютувати,,,,,,,,
25153,deblokovati,розблоковувати,,,,,,,,
25155,decembr,грудень,,,,,,,,
25158,D?d Mr?z,Дід Мороз,,,,,,,,
1436,d?d,"дід, дідусь",,,,,,,,
7068,d?d?k,дідок,,,,,,,,
25161,d?dov,дідів,,,,,,,,
25162,dedukcija,дедукція,,,,,,,,
25163,deduktivny,дедуктивний,,,,,,,,
25164,defekt,"дефект, вада",,,,,,,,
2907,defenestracija,дефенестрація,,,,,,,,
25165,deficit,"дефіцит, брак",,,,,,,,
2624,definicija,визначення,,,,,,,,
4956,definiovati,визначати,,,,,,,,
23693,definitivno,"дійсно, остаточно, звичайно",,,,,,,,
23692,definitivny,"дійсний, остаточний, певний",,,,,,,,
288,defis,дефіс,,,,,,,,
15281,defisova?je,перенос,,,,,,,,
15282,defisovany,написаний через дефіс,,,,,,,,
15280,defisovati,писати через дефіс,,,,,,,,
289,deformovati,деформувати,,,,,,,,
25167,degenerat,дегенерат,,,,,,,,
25168,degenerativny,дегенеративний,,,,,,,,
25169,degenerovati,вироджуватися,,,,,,,,
25170,dege?,"смола, дьоготь",,,,,,,,
25171,degradacija,деградація,,,,,,,,
25172,degradovati,деградувати,,,,,,,,
25173,degustacija,дегустація,,,,,,,,
25175,degustovati,"дегустувати, куштувати",,,,,,,,
25089,d?gylj,дягель,,,,,,,,
6986,d?jaj??i premier-ministr,діючий прем'єр-міністр,,,,,,,,
36057,d?ja?ja apostolov,діяння апостолів,,,,,,,,
6987,d?ja?ja,"події, дії",,,,,,,,
6988,d?ja?je,"подія, дія",,,,,,,,
6990,d?jateljnos?,діяльність,,,,,,,,
6992,d?jati s?,"діятися, відбуватися",,,,,,,,
6991,d?jati,діяти,,,,,,,,
33034,dekadent,декадент,,,,,,,,
33035,dekadentsky,декадентський,,,,,,,,
33036,dekadentstvo,декаданс,,,,,,,,
751,dekembr,грудень,,,,,,,,
35941,deklamovati,декламувати,,,,,,,,
216,deklaracija,декларація,,,,,,,,
35906,dekolonizacija,деколонізація,,,,,,,,
36123,dekolt,декольте,,,,,,,,
23170,dekoracija,"декорація, прикраса",,,,,,,,
296,d?kovati,дякувати,,,,,,,,
3175,dekret,"декрет, указ, розпорядження",,,,,,,,
4884,d?kuj?,дякую,,,,,,,,
4899,d?kuj??i,"завядки, дякуючи",,,,,,,,
2612,d?l,"відділення, секція",,,,,,,,
2613,d?l,"пай, частина",,,,,,,,
3771,d?l,"шматок, частина",,,,,,,,
211,d?lati,робити,,,,,,,,
25182,d?lba,поділ,,,,,,,,
35170,delegacija,делегація,,,,,,,,
35171,delegat,делегат,,,,,,,,
20361,delfin,дельфін,,,,,,,,
25184,delfi?ji,дельфіновий,,,,,,,,
25185,delikatno,делікатно,,,,,,,,
25186,delikatnos?,делікатність,,,,,,,,
19672,delikatny,делікатний,,,,,,,,
15694,delikt,"правопорушення, провина, проступок, злочин",,,,,,,,
19673,deliri?ny,деліричний,,,,,,,,
36012,d?liti s?,поширювати (напр. у мережі Інтернет),,,,,,,,
1754,d?liti,ділити,,,,,,,,
3545,d?lje?je,"ділення, поділ",,,,,,,,
2616,d?lo,робота,,,,,,,,
17246,d?lo,вчинок,,,,,,,,
35514,d?lo,справа,,,,,,,,
699,deminutiv,"демінутив, зменшувальна форма, пестлива форма",,,,,,,,
760,demisija,"демісія, відставка, зречення",,,,,,,,
35279,demografi?ny,демографічний,,,,,,,,
35280,demografija,демографія,,,,,,,,
2878,demokracija,демократія,,,,,,,,
2621,demokrat,демократ,,,,,,,,
2622,demokrati?ny,демократичний,,,,,,,,
772,demonstracija,демонстрація,,,,,,,,
623,demonstrativny,демонстративний,,,,,,,,
6266,demonstrovati,демонструвати,,,,,,,,
7016,denj oplakyva?ja,день жалоби,,,,,,,,
4053,denj posl? dnja,день за днем,,,,,,,,
5199,denj ro?e?ja,"день народження, уродини, вродини",,,,,,,,
1845,denj,день,,,,,,,,
25194,denny,денний,,,,,,,,
17264,denono?je,доба (24 години),,,,,,,,
25195,dentist,"дантист, стоматолог",,,,,,,,
36772,departament,"департамент, підрозділ",,,,,,,,
36773,departament,департамент (адм.-тер. одиниця),,,,,,,,
2487,deportacija,депортація,,,,,,,,
398,deportovati,депортувати,,,,,,,,
17248,depresija,депресія,,,,,,,,
36183,depresivny,депресивний,,,,,,,,
36184,deprimovany,"пригнічений, пригноблений",,,,,,,,
36182,deprimovati,"пригнічувати, гнітити",,,,,,,,
36441,deprimuj??i,"гнітючий, сумовитий",,,,,,,,
35469,desert,десерт,,,,,,,,
1517,des??,десять,,,,,,,,
16437,des?tero,десятеро,,,,,,,,
2851,des?til??je,"десятиріччя, десятиліття",,,,,,,,
7024,des?tina,"одна десята, десятина",,,,,,,,
16464,des?tka,десятка,,,,,,,,
1515,des?ty,десятий,,,,,,,,
276,d?sna,ясна,,,,,,,,
25202,desnica,права рука,,,,,,,,
32169,desnor?ky,праворукий,,,,,,,,
25203,desny,правий,,,,,,,,
32478,despot,деспот,,,,,,,,
1516,despoti?ny,деспотичний,,,,,,,,
35734,destabilizacija,дестабілізація,,,,,,,,
35733,destabilizovati,дестабілізувати,,,,,,,,
17250,destalinizacija,десталінізація,,,,,,,,
79,de?evy,дешевий,,,,,,,,
2619,detalj,деталь,,,,,,,,
19674,detaljevany,детальний,,,,,,,,
298,d?t?,"дитя, дитина",,,,,,,,
35472,detektiv,детектив,,,,,,,,
1308,d?tel,дятел,,,,,,,,
17251,d?telina,конюшина,,,,,,,,
7033,d?t?tko,немовля,,,,,,,,
16731,d?ti s?,"траплятися, ставатися, відбуватися",,,,,,,,
1191,d?ti,"дівати, подіти, покласти",,,,,,,,
4832,d?ti,діти,,,,,,,,
7035,d?tinsko,по-дитячому,,,,,,,,
4836,d?tinskos?,дитячість,,,,,,,,
4834,d?tinsky,дитячий,,,,,,,,
4833,d?tinstvo,дитинство,,,,,,,,
35828,detonator,детонатор,,,,,,,,
4835,d?tsky,дитячий,,,,,,,,
25212,d?tstvo,дитинство,,,,,,,,
16414,d?va,"дівчина, дівчинка",,,,,,,,
25213,D?va,Діва (зодіак),,,,,,,,
25215,devalvacija,девальвація,,,,,,,,
16413,d?v??,дівча,,,,,,,,
300,d?v?ina,дівчина,,,,,,,,
5959,d?v?c,"цнотливий, незайманий",,,,,,,,
299,d?ve?,"дівер, брат чоловіка",,,,,,,,
2620,dev??,дев'ять,,,,,,,,
2181,dev??des?t,дев'яносто,,,,,,,,
23689,dev??des?ty,дев'яностий,,,,,,,,
16436,dev?tero,дев'ятеро,,,,,,,,
16404,dev?tina,"одна дев'ята, дев'ятина",,,,,,,,
16463,dev?tka,дев'ятка,,,,,,,,
886,dev?tnads??,дев'ятнадцять,,,,,,,,
23685,dev?tnads?ty,дев'ятнадцятий,,,,,,,,
1298,"dev??s?t, dev??sto",дев'ятсот,,,,,,,,
1922,dev?ty,дев'ятий,,,,,,,,
7069,D?vica Marija,Діва Марія,,,,,,,,
5956,d?vica,"дівиця, дівчина",,,,,,,,
5960,D?vi?je Ostrovy,Віргінські Острови,,,,,,,,
7053,d?vi?ji,"дівичий, непорочний, цнотливий, незайманий",,,,,,,,
5958,d?vi?stvo,"невинність, цнота, непорочність, незайманість",,,,,,,,
25230,deviz,девіз,,,,,,,,
25231,d?vka,дівчина,,,,,,,,
25233,devon,девон (геологічний період),,,,,,,,
25234,d?vstvo,"дівоцтво, дівування, невинність",,,,,,,,
25238,dezerter,дезертир,,,,,,,,
25239,dezertovati,дезертувати,,,,,,,,
25240,dezinfekcija,дезинфекція,,,,,,,,
25241,dezinfikovati,дезинфікувати,,,,,,,,
19675,dezinformacija,дезинформація,,,,,,,,
25243,dezinsekcija,"дезинсекція, боротьба з шкідниками",,,,,,,,
25244,d??a,"діжа, діжка",,,,,,,,
25246,de?urny,черговий,,,,,,,,
31822,de?urstvo,чергування,,,,,,,,
32111,diagnosti?ny,діагностичний,,,,,,,,
35672,diagnostika,діагностика,,,,,,,,
32109,diagnoza,діагноз,,,,,,,,
35795,diagram,діаграма,,,,,,,,
35943,diahroni?ny,діахронічний,,,,,,,,
305,diakon,"диякон, дяк",,,,,,,,
17252,diakriti?ny znak,діакритичний знак,,,,,,,,
15807,dialekt,діалект,,,,,,,,
35942,dialekti?ny,діалектичний,,,,,,,,
56,dialog,діалог,,,,,,,,
17253,diamant,"діамант, алмаз, брильянт",,,,,,,,
25248,diamantovy,"діамантовий, алмазний",,,,,,,,
1591,diametr,діаметр,,,,,,,,
34934,diapozitiv,"діапозитив, слайд (фотографія)",,,,,,,,
31836,diareja,"діарея, пронос",,,,,,,,
35243,diaspora,діаспора,,,,,,,,
36831,diatoni?ny,діатонічний,,,,,,,,
2975,diav?l,"диявол, дідько",,,,,,,,
35991,diav??sko,диявольськи,,,,,,,,
35577,dieta,дієта,,,,,,,,
16931,digita?ny,цифровий,,,,,,,,
35258,digraf,диграф,,,,,,,,
36132,dihotomija,дихотомія,,,,,,,,
14521,diko,дико,,,,,,,,
21270,dikobraz,дикобраз,,,,,,,,
14522,dikos?,дикість,,,,,,,,
3182,diktator,диктатор,,,,,,,,
23533,diktatura,диктатура,,,,,,,,
33140,diktovati,диктувати,,,,,,,,
15296,diky lab??,дикий лебідь,,,,,,,,
15297,diky mak,дикий мак,,,,,,,,
14520,diky,"дикий, невгамовний",,,,,,,,
34846,dilema,дилема,,,,,,,,
35622,diler,дилер,,,,,,,,
22995,dinami?ny,динамічний,,,,,,,,
22996,dinamika,динаміка,,,,,,,,
34762,dinamit,динаміт,,,,,,,,
34591,dinamo,динамо,,,,,,,,
35873,dinar,динар,,,,,,,,
1735,dinastija,династія,,,,,,,,
32476,dinozavr,динозавр,,,,,,,,
23534,dioda,діод,,,,,,,,
36634,diplodok,диплодок,,,,,,,,
35628,diplom,диплом,,,,,,,,
23535,"diplomacija, diplomatija",дипломатія,,,,,,,,
275,diplomat,дипломат,,,,,,,,
382,diplomati?ny,дипломатичний,,,,,,,,
23507,dira,"діра, отвір",,,,,,,,
25467,diravy,дірявий,,,,,,,,
739,direktiva,директива,,,,,,,,
272,direktor,директор,,,,,,,,
23509,dirigent,диригент,,,,,,,,
36034,dirkova?,"перфоратор, дірокол",,,,,,,,
6104,disciplina,дисципліна,,,,,,,,
35739,disertacija,дисертація,,,,,,,,
35510,diskreditovati,дискредитувати,,,,,,,,
36170,diskretny,дискретний,,,,,,,,
32602,diskriminacija,дискримінація,,,,,,,,
32603,diskriminovati,дискримінувати,,,,,,,,
2488,diskusija,"дискусія, обговорення",,,,,,,,
15818,diskusijny,"дискусійний, спірний, контроверсійний",,,,,,,,
301,diskutovati,"дискутувати, обговорювати",,,,,,,,
35296,diskvalifikacija,дискваліфікація,,,,,,,,
35295,diskvalifikovati,дискваліфікувати,,,,,,,,
1101,displej,дисплей,,,,,,,,
35944,distancevati s?,"дистанціюватися, віддалятися",,,,,,,,
304,distribucija,"розповсюдження, розподіл",,,,,,,,
25252,divan,"диван, канапа",,,,,,,,
25253,divina,дичина,,,,,,,,
25254,diviti,"дивувати, вражати",,,,,,,,
7063,divn?j?i,"більш дивний, дивніший",,,,,,,,
3531,divny,"дивний, незвичайний",,,,,,,,
3351,divo,диво,,,,,,,,
14523,divo,дико,,,,,,,,
14528,divos?,дикість,,,,,,,,
14525,divy,"дикий, невгамовний",,,,,,,,
36173,dizajn,дизайн,,,,,,,,
32466,dizelj,дизель,,,,,,,,
32467,dize?ny motor,дизельний двигун,,,,,,,,
2489,dl?nj,долоня,,,,,,,,
25259,dl?to,долото,,,,,,,,
7071,dlja usp?ha!,"удачі!, щасти!, нехай щастить!",,,,,,,,
1557,dlja,для,,,,,,,,
21271,dnem,"удень, вдень, у денний час, протягом дня",,,,,,,,
36885,Dn?pr,Дніпро,,,,,,,,
5288,dne?,сьогодні,,,,,,,,
36886,Dn?str,Дністер,,,,,,,,
17256,dne?nje,"нині, тепер, сьогодні",,,,,,,,
17254,"dne?nji, dne?ny","нинішній, сьогоднішній",,,,,,,,
7077,dnevnica,вітальня,,,,,,,,
17257,dnevnik,щоденник,,,,,,,,
25265,dnevny,денний,,,,,,,,
17259,dniti s?,світати,,,,,,,,
2490,dno,дно,,,,,,,,
7082,do ?asa,"досі, до сих пір",,,,,,,,
7083,do dne?,"до сьогодні, дотепер",,,,,,,,
7085,do dolu,"додолу, вниз (напрямок)",,,,,,,,
17260,do doma,додому,,,,,,,,
17261,do gory,"догори, вгору",,,,,,,,
4879,do vid??ja!,до побачення!,,,,,,,,
2134,do,до,,,,,,,,
17263,doba,"вік, епоха, період, доба (в значенні епоха)",,,,,,,,
21272,dobaviti,додати,,,,,,,,
21273,dobavjati,додавати,,,,,,,,
25269,dob?gati do,добігати до,,,,,,,,
7105,Dobra no?!,"Добраніч!, На добраніч!, Доброї ночі!",,,,,,,,
7091,dobra volja,"добра воля, доброзичливість",,,,,,,,
25273,dobr?ti,добрішати,,,,,,,,
14291,dobro informovany,добре інформований,,,,,,,,
7095,Dobro jutro!,Доброго ранку!,,,,,,,,
7096,dobro nastroje?je,гарний настрій,,,,,,,,
7097,dobro obdarjeny,добре забезпечений,,,,,,,,
7098,dobro or?dovany,добре обладнаний,,,,,,,,
15131,dobro osv?domjeny,добре поінформований,,,,,,,,
16276,Dobro utro!,Доброго ранку!,,,,,,,,
2491,dobro,добре,,,,,,,,
17268,dobro,"добро, благополуччя",,,,,,,,
19481,dobrobyt,"добробут, достаток",,,,,,,,
17273,dobro?innos?,"доброчинність, благодійність",,,,,,,,
17275,dobro?instvo,благодіяння,,,,,,,,
25274,dobrod?j,"добродій, добродійник, благодійник",,,,,,,,
4878,Dobrodo?li!,Ласкаво просимо! Вітаємо!,,,,,,,,
7101,dobrodu?ny,"добродушний, лагідний",,,,,,,,
32465,dobronam?rny,благонамірений,,,,,,,,
5870,dobropogl?dny,"привабливий, милий, симпатичний",,,,,,,,
4410,dobros?,добро,,,,,,,,
25275,dobrota,"доброта, сердечність",,,,,,,,
25276,dobrovoljec,"доброволець, волонтер",,,,,,,,
17277,dobrovoljny,добровільний,,,,,,,,
16277,Dobry denj!,Доброго дня!,,,,,,,,
7106,Dobry ve?er!,Доброго вечора!,,,,,,,,
1144,dobry,добрий,,,,,,,,
35371,dobyti ponovno,повернути,,,,,,,,
3192,dobyti,"добути, отримати",,,,,,,,
7110,dobyti,"перемогти, здобути",,,,,,,,
1145,dobyt?k,худоба,,,,,,,,
22988,dobyvatelj,"завойовник, підкорювач",,,,,,,,
35370,dobyvati ponovno,повертати,,,,,,,,
3191,dobyvati,"добувати, діставати",,,,,,,,
7113,dobyvati,"перемогти, підкорити, завоювати",,,,,,,,
1084,d??era,"донька, дочка",,,,,,,,
7117,d??erka,дочка,,,,,,,,
7119,d??erska ljub?v,дочірня любов,,,,,,,,
6023,d??ersky,дочірній,,,,,,,,
35250,d??i,"донька, дочка",,,,,,,,
7114,do?asny,тимчасовий,,,,,,,,
311,dodati,додати,,,,,,,,
7124,dodati,завантажити,,,,,,,,
36195,dodatno,додатково,,,,,,,,
36196,dodatny,додатковий,,,,,,,,
35191,dodat??no,додатково,,,,,,,,
7126,dodat??ny,додатковий,,,,,,,,
4088,dodat?k,"додаток, доповнення, аксесуар",,,,,,,,
4089,dodat?k,"додаток, застосунок (мобільний)",,,,,,,,
7129,dodava,завантаження,,,,,,,,
1704,dodavati,додавати,,,,,,,,
7133,dodavati,завантажувати,,,,,,,,
35706,dodne?,"донині, дотепер",,,,,,,,
35222,dodo,"додо, дронт",,,,,,,,
25287,doganjati,наздоганяти,,,,,,,,
25285,dogarjati,"палити, спалювати",,,,,,,,
7135,#dogl?dati,"доглядати, піклуватися, стежити",,,,,,,,
7138,dogl?d?ti,"доглянути, подбати, постежити",,,,,,,,
25286,dognati,наздогнати,,,,,,,,
14534,dogoditi s?,"траплятися, ставатися",,,,,,,,
31826,dogor?ti,догоріти,,,,,,,,
5534,dogovarjati s?,домовлятися,,,,,,,,
2899,dogovarjati,"погоджувати, врегульовувати",,,,,,,,
125,dogovor,"договір, угода",,,,,,,,
583,dogovor,договір (міждержавний),,,,,,,,
4192,dogovoriti s?,"домовитись, порозумітись",,,,,,,,
655,dogovoriti,"узгодити, погодити",,,,,,,,
35158,dogovorny,договірний,,,,,,,,
17283,d?hn?ti,дихнути,,,,,,,,
17284,dohod,дохід,,,,,,,,
5344,dohoditi,"доходити, добиратися, досягати",,,,,,,,
5345,dojdti,"дійти, досягти",,,,,,,,
5347,dojehati,"доїхати, дістатися, прибути",,,,,,,,
17285,dojem,враження,,,,,,,,
5349,dojezd,"приїзд, прибуття",,,,,,,,
5348,doje??ati,"доїжджати, прибувати, діставатичя",,,,,,,,
1181,dojiti,доїти,,,,,,,,
31810,dok,док,,,,,,,,
2041,dokaz,доказ,,,,,,,,
7161,dokazati,довести,,,,,,,,
25294,dokazati,"доказати, закінчити розповідь",,,,,,,,
7162,dokazyvati,доводити,,,,,,,,
19676,dokladati,"додавати, докладати",,,,,,,,
19536,dokol?,"до яких пір, як довго",,,,,,,,
19539,dokol?,"поки, до тих пір",,,,,,,,
17286,dokonati,"завершити, скінчити, закінчити",,,,,,,,
7163,dokonce,навіть,,,,,,,,
7164,dokon?e?je,"закінчення, завершення",,,,,,,,
15207,dokon?eny,"досконалий, ідеальний",,,,,,,,
7165,dokon?iti,"завершити, закінчити",,,,,,,,
17288,dokonyvati,"завершити, здійснити, закінчити",,,,,,,,
2042,doktor,доктор ,,,,,,,,
36424,doktor,"лікар, доктор",,,,,,,,
35807,doktorat,докторат,,,,,,,,
2040,doktrina,доктрина,,,,,,,,
7166,dok?d,куди,,,,,,,,
2029,dokument,документ,,,,,,,,
35270,dokumentacija,документація,,,,,,,,
35176,dokumenta?ny film,документальний фільм,,,,,,,,
35297,dokumentovati,документувати,,,,,,,,
16480,dol,"діл, низ",,,,,,,,
2933,dolar,долар,,,,,,,,
1593,d?lbti,"довбати, довбти",,,,,,,,
2030,d?lg,борг,,,,,,,,
20363,d?lgo,довго,,,,,,,,
19486,d?lgo?asiti s?,"нудитися, нудьгувати",,,,,,,,
19485,d?lgo?asiti,"викликати нудьгу, нудити, надокучати",,,,,,,,
19482,d?lgo?a?je,нудьга,,,,,,,,
19487,d?lgo?asnica,зануда,,,,,,,,
19488,d?lgo?asnik,зануда,,,,,,,,
19490,d?lgo?asny,нудний,,,,,,,,
19489,d?lgo?a?eny,знуджений,,,,,,,,
17299,d?lgodenstvo,літнє сонцестояння,,,,,,,,
33038,d?lgohvosty papugaj,довгохвостий папуга,,,,,,,,
33037,d?lgohvosty,довгохвостий,,,,,,,,
7172,d?lgos? ?i?ja,тривалість життя,,,,,,,,
3406,d?lgos?,довжина,,,,,,,,
25308,d?lgota,довгота,,,,,,,,
35308,d?lgotrajny,довготривалий,,,,,,,,
7174,d?lgov??nos?,довговічність,,,,,,,,
7175,d?lgov??ny,довговічний,,,,,,,,
17301,d?lgo?iveny,"довголітній, довготривалий",,,,,,,,
17302,d?lgo?ivos?,довголіття,,,,,,,,
17303,d?lgo?ivostno r?ziskyva?je,дослідження довголіття,,,,,,,,
17304,d?lgo?ivostny,"довговічний, довголітній",,,,,,,,
3051,d?lgy,довгий,,,,,,,,
2883,dolina,долина,,,,,,,,
35488,do?no obl??e?je,нижня білизна,,,,,,,,
185,do?nolu?i?sky,нижньолужицький,,,,,,,,
19677,do?nos?bsky,нижньолужицький,,,,,,,,
19678,do?ny,"нижній, долішній",,,,,,,,
20364,dolo?iti,"додати, докласти",,,,,,,,
7179,d?l?en,"зобов'язаний, повинен, мусить",,,,,,,,
31743,d?l?ina valy,довжина хвилі,,,,,,,,
23656,d?l?ina v?lny,довжина хвилі,,,,,,,,
23657,d?l?ina,"довжина, довгота",,,,,,,,
25312,d?l?iti,подовжувати,,,,,,,,
25313,d?l?nik,боржник,,,,,,,,
3699,d?l?nos?,"обов'язок, завдання, посада",,,,,,,,
3573,d?l?ny,"належний, обов'язковий",,,,,,,,
6161,d?l?ny,"повинен бути, зобов'язаний",,,,,,,,
3162,dom,"дім, будинок, житло",,,,,,,,
16825,doma,вдома,,,,,,,,
36433,doma?nja gospodynja,домогосподарка,,,,,,,,
23194,doma?nje ?ivotno,"домашня тварина, свійська тварина",,,,,,,,
17311,doma?nji spor,домашня сварка,,,,,,,,
23195,doma?nji zv??,домашня тварина,,,,,,,,
17305,"doma?nji, doma?ny",домашній,,,,,,,,
7186,dom?e,будиночок,,,,,,,,
36356,domen,домен,,,,,,,,
36357,domenno im?,доменне ім'я,,,,,,,,
20365,dom??ka,домішка,,,,,,,,
35172,dominacija,домінування,,,,,,,,
36109,dominanta,домінанта,,,,,,,,
22455,Dominikanska Republika,Домініканська Республіка,,,,,,,,
694,dominovati,домінувати,,,,,,,,
17308,domn?vati,"припускати, міркувати, думати",,,,,,,,
17310,domorodny,"вітчизняний, місцевий, доморослий",,,,,,,,
21274,domorodny,"корінний, місцевий, тубільний",,,,,,,,
25318,domos?d,"домувальник, домосід, домосида",,,,,,,,
16826,domov,додому,,,,,,,,
17312,domovina,"батьківщина, вітчизна",,,,,,,,
17313,domovy are?t,домашній арешт,,,,,,,,
25319,domovy,"домашній, хатній",,,,,,,,
20366,domysl,"здогад, здогадка, домисел",,,,,,,,
20369,domysliti s?,"здогадатися, домислити",,,,,,,,
20368,domysljati s?,здогадуватись,,,,,,,,
20370,domys?ny,"кмітливий, спостережливий",,,,,,,,
3813,donesti,"доповісти, повідомити",,,,,,,,
4275,donositelj,інформатор,,,,,,,,
20372,donositelj,пліткар,,,,,,,,
3691,donositi,"доповідати, повідомляти, рапортувати",,,,,,,,
7198,dopis,лист,,,,,,,,
6065,dopisnik,"дописувач, кореспондент",,,,,,,,
6062,dopisyva?je,"листування, кореспонденція",,,,,,,,
6064,dopisyvatelj,"кореспондент, дописувач",,,,,,,,
6061,dopisyvati,"дописувати, листуватися",,,,,,,,
6208,dopoka ne,"допоки не, доки не",,,,,,,,
6207,dopoka,"допоки, доки",,,,,,,,
36242,dop?lniteljny,додатковий,,,,,,,,
7204,dop?lniti,доповнити,,,,,,,,
7206,dop?lnjati,доповнювати,,,,,,,,
7205,dop?lnje?je,"доповнення, додатоу",,,,,,,,
34890,dop?lnje?je,додаток (граматич.),,,,,,,,
17317,dop?lnjeny,доповнений,,,,,,,,
34868,dop?lzati,"діставатися, добуватися, діставатися поповзом",,,,,,,,
34869,dop?lzti,"дістатися, добутися, дістатися поповзом",,,,,,,,
17320,dop?va,"лишень, лиш, тільки",,,,,,,,
36755,dopustimy,"допустимий, дозволений, можливий",,,,,,,,
7207,dopustiti,"дозволити, допустити",,,,,,,,
20862,dopustiti,припустити,,,,,,,,
7208,dopu??ati,дозволяти,,,,,,,,
20859,dopu??ati,"дозволяти, надавати дозвіл",,,,,,,,
7211,dorastati,"доростати, підростати, зростати",,,,,,,,
16416,dor?sti,"дорости, підрости, зрости",,,,,,,,
23050,dor?stla,доросла,,,,,,,,
7212,dor?stlos?,"дорослість, дорослий вік",,,,,,,,
15304,dor?stly,"дорослий, зрілий",,,,,,,,
22992,dor?stly,дорослий,,,,,,,,
7213,dor?zum?ti s?,зв’язатися,,,,,,,,
7214,dor?zum?va?je,спілкування,,,,,,,,
7215,dor?zum?vati s?,"зв’язуватися, встановлювати зв'язок",,,,,,,,
7216,dor??ati,"доставляти, передавати",,,,,,,,
7218,dor??iti,"доставити, передати",,,,,,,,
17322,dosada,нудьга,,,,,,,,
17326,dosaditi s?,"знудитися, знудьгуватися",,,,,,,,
17325,dosaditi,надокучити,,,,,,,,
21276,dosaditi,набриднути,,,,,,,,
17327,dosadny,знуджений,,,,,,,,
17328,dosadny,нудний,,,,,,,,
21277,dosadny,дратівливий,,,,,,,,
17324,dosa?ati s?,нудьгувати,,,,,,,,
17323,dosa?ati,"надокучати, нудити",,,,,,,,
21275,dosa?ati,дратувати,,,,,,,,
7221,dos?gajemy,досяжний,,,,,,,,
1686,dos?gati,"досягати, добиватися",,,,,,,,
5104,dos?gne?je,досягнення,,,,,,,,
1059,dos?gn?ti,досягти,,,,,,,,
7228,dos??e?je,досягнення,,,,,,,,
7222,dos??eny,досягнутий,,,,,,,,
2039,d?ska,дошка,,,,,,,,
4208,doskonaliti,удосконалювати,,,,,,,,
4210,doskonalos?,"досконалість, довершеність",,,,,,,,
4207,doskonaly,"досконалий, ідеальний",,,,,,,,
17330,dosl?dno,послідовно,,,,,,,,
35162,dosl?dnos?,послідовність,,,,,,,,
17331,dosl?dny,послідовний,,,,,,,,
16753,doslovno,дослівно,,,,,,,,
16752,doslovny,дослівний,,,,,,,,
423,dos?,"досить, доволі, достатньо",,,,,,,,
1900,dostati,"отримати, дістати",,,,,,,,
7241,dostati,завантажити (з інтернету),,,,,,,,
7242,dostat??no,"достатньо, досить, вистачить",,,,,,,,
7244,dostat??nos?,достатність,,,,,,,,
2510,dostat??ny,достатній,,,,,,,,
3791,dostat?k,"добробут, достаток",,,,,,,,
21716,dostat?k,"багатство, заможність, достаток",,,,,,,,
7248,dostava,завантаження (з інтернету),,,,,,,,
2511,dostavati,"отримувати, діставати",,,,,,,,
7266,dostavati,завантажувати (з інтернету),,,,,,,,
21715,dostavati,вистачати,,,,,,,,
7253,dostavitelj internetnej slu?by,"провайдер послуг інтернету, постачальник послуг інтернету",,,,,,,,
7251,dostavitelj,постачальник,,,,,,,,
3105,dostaviti,"забезпечити, надати",,,,,,,,
21727,dostaviti,"доставити, постачити",,,,,,,,
20,dostavjati,"постачати, доставляти",,,,,,,,
21726,dostavjati,доставляти,,,,,,,,
23420,dostavka i popytka,пропозиція і попит,,,,,,,,
5577,dostavka,"постачання, поставка",,,,,,,,
21853,dostigati,"наздоганяти, наганяти",,,,,,,,
21855,dostigati,досягати,,,,,,,,
21854,dostign?ti,наздогнати,,,,,,,,
21856,dostign?ti,досягти,,,,,,,,
21721,dostojenstvo,гідність,,,,,,,,
21722,dostojenstvo,"чин, звання, посада",,,,,,,,
21725,dostojnik,"вельможа, сановник",,,,,,,,
484,dostojnos?,гідність,,,,,,,,
3057,dostojny,"гідний, шанований",,,,,,,,
3842,dostojny,"гідний, достойний",,,,,,,,
21719,dostojny,"видатний, провідний",,,,,,,,
21720,dostojny,величний,,,,,,,,
17334,dost?p,доступ,,,,,,,,
