id,isv,translations,helperWords,match,Δmin,Δavg,Δmax,Rmin,Rmax,comments
5515,izimati,"вынимать, изымать",,!C,,,,,,
17540,iziskati,"заполучить, обрести",,!N,,,,,,
35372,iziskati ponovno,"вернуть себе, возвратить, отыграть",,!N,,,,,,
17543,iziskyvati,"заполучать, обретать",,!N,,,,,,
35373,iziskyvati ponovno,"возвращать, отыгрывать",,!N,,,,,,
4145,izjasniti,"уточнить, выяснить, прояснить, разъяснить, изъяснить, объяснить",,C,,,,,,
4144,izjasnjati,"уточнять, выяснять, прояснять, разъяснять, изъяснять, объяснять",,C,,,,,,
4146,izjasnjenıje,"уточнение, выяснение, прояснение, разъяснение, объяснение",,C,,,,,,
17547,izjaviti,"выявить, раскрыть, обнаружить",,C,,,,,,
3413,izjaviti sę,"проявиться, раскрыться, обнаружиться",,!H,,,,,,
17548,izjavjati,"выявлять, раскрывать, обнаруживать",,C,,,,,,
3412,izjavjati sę,"казаться, выглядеть как",,!N,,,,,,
35474,izjavjenıje,"обнаружение, выявление",,!C,,,,,,
5484,izjěhati,выехать,,C,,,,,,
5514,izjęti,"изъять, вынуть",,C,,,,,,
5497,izjězd,"выезд, отъезд",,C,,,,,,
5485,izjěžđati,выезжать,,C,,,,,,
1610,izkalkulovati,"скалькулировать, подсчитать, рассчитать",,C,,,,,,
16946,izkazanıje,"общие сведения, обзор",,!N,,,,,,
19735,izkladati,выкладывать,,!C,,,,,,
20387,izključajųći,исключая,,!H,,,,,,
2504,izključati,исключать,,C,,,,,,
3918,izključati,выключать,,C,,,,,,
8018,izključenıje,"исключение, изъятие",,C,,,,,,
8024,izključenıje,исключение (особая ситуация),,C,,,,,,
8025,izključiteljno,исключительно,,C,,,,,,
8026,izključiteljny,исключительный,,C,,,,,,
482,izključiti,исключить,,C,,,,,,
3920,izključiti,выключить,,C,,,,,,
17552,izključno,"исключительно, только",,!H,,,,,,
8023,izkljuvati,"выклевать, исклевать",,!C,,,,,,
5777,izkonavči,исполнительный,,!N,,,,,,
2523,izkopati,выкопать,,C,,,,,,
17555,izkopyvati,выкапывать,,!C,,,,,,
26191,izkoreniti,"искоренить, вырвать с корнем, выкорчевать",,C,,,,,,
32044,izkorenjati,"искоренять, вырывать с корнем, выкорчевывать",,C,,,,,,
5155,izkoristati,"использовать, применить, воспользоваться",,!H,,,,,,
35261,izkoristiti,"использовать, применить, воспользоваться",,!N,,,,,,
5570,izkoristyvati,"использовать, эксплуатировать, пользоваться",,!N,,,,,,
17557,izkositi,выкосить,,C,,,,,,
36922,izkovati,выковать,,C,,,,,,
36921,izkovyvati,"выковывать, ковать",,C,,,,,,
17558,izkrikanıje,эякулят,,!N,,,,,,
8033,izkrikati,"восклицать, выкрикивать",,!C,,,,,,
8035,izkriknųti,"воскликнуть, выкрикнуть",,C,,,,,,
4515,izkṙviti,кровоточить,,!N,,,,,,
8031,izkṙviti do smŕti,"истечь кровью до смерти, умереть от потери крови",,!H,,,,,,
31422,izkup,выкуп,,C,,,,,,
3445,izkųpati,выкупать,,C,,,,,,
26193,izkupiti,"выкупить, искупить",,C,,,,,,
19736,izkus,"проба, тест, испытание",,!N,,,,,,
4781,izkušati,"испытывать, проверять",,!N,,,,,,
19740,izkušenıje,"опыт, испытание",,!H,,,,,,
3606,izkušenosť,"опытность, искушённость",,C,,,,,,
3607,izkušeny,"опытный, бывалый, искушённый",,!C,,,,,,
3603,izkusiti,"испытать, испробовать, претерпеть, перенести",,!N,,,,,,
19743,izkusny,"искусный, умелый, опытный",,C,,,,,,
35776,izkydati,"выкидывать, выбрасывать",,!H,,,,,,
35777,izkydnųti,"выкинуть, выбросить",,!H,,,,,,
19744,izlagati,"излагать, рассказывать, выкладывать",,C,,,,,,
4131,izlěčiti,"вылечить, излечить, исцелить",,C,,,,,,
36663,izlěčiti sę,"вылечиться, излечиться, поправиться",,C,,,,,,
36547,izlęgti,"вывести, высидеть (птенцов)",,!H,,,,,,
36549,izlęgti sę,вылупиться,,!H,,,,,,
17561,izlet,"поездка, экскурсия, путешествие",,!N,,,,,,
26196,izlišèk,"излишек, избыток",,C,,,,,,
27228,"izlišnji, izlišny","излишний, избыточный",,C,,,,,,
26197,izliti,"вылить, слить",,C,,,,,,
36396,izlivati,выливать,,C,,,,,,
26198,izlomiti,выломать,,!C,,,,,,
26199,izloviti,"выловить, поймать, изловить",,C,,,,,,
19745,izložiti,"изложить, рассказать, выложить",,C,,,,,,
33357,izmagateljstvo,вымогательство,,C,,,,,,
31423,izmagati,вымогать,,!C,,,,,,
5737,izmama,"мошенничество, жульничество, надувательство",,!N,,,,,,
15699,izmamitelj,"обманщик, мошенник",,!N,,,,,,
5736,izmamiti,"обмануть, сжульничать, смошенничать",,!N,,,,,,
5735,izmamjati,"обманывать, жульничать, мошенничать",,!N,,,,,,
15701,izmamnica,"мошенница, обманщица",,!H,,,,,,
5738,izmamnik,"мошенник, жулик, обманщик",,!H,,,,,,
3944,izměna,"изменение, смена",,C,,,,,,
1081,izměniti,"изменить, сменить, поменять",,C,,,,,,
711,izměnjati,"изменять, менять",,C,,,,,,
3496,izměnjenıje,изменение,,C,,,,,,
5596,izměriti,измерить,,C,,,,,,
19746,izměšćati,"вытеснять, смещать",,C,,,,,,
19747,izměšćenıje,"смещение, сдвиг, вытеснение",,C,,,,,,
26204,izmesti,"вымести, подмести",,C,,,,,,
19748,izměstiti,"вытеснить, сместить",,C,,,,,,
35982,izmětaj sę!,"выметайся!, убирайся!",,C,,,,,,
32600,izmětati,"выметать, подметать",,C,,,,,,
17568,izmirati,вымирать,,C,,,,,,
1597,izmočiti,"помочиться, пописать, посикать, отлить",,!H,,,,,,
36917,izmodelovati,"вылепить, изваять (из глины и т.п.)",,!N,,,,,,
36924,izmodelovati,смоделировать,,C,,,,,,
33356,izmogti,"вынудить, заставить отдать",,!N,,,,,,
26205,izmoriti,"уморить, извести, замучить",,!C,,,,,,
17569,izmrěti,вымереть,,!C,,,,,,
3599,izmųčeny,"измученный, замученный, истощённый, изнурённый",,!C,,,,,,
1595,izmysl,"выдумка, придумка",,!N,,,,,,
8060,izmyslitelj,"выдумщик, автор идеи",,!N,,,,,,
8061,izmysliti,"выдумать, придумать",,!N,,,,,,
8063,izmysljati,"выдумывать, придумывать",,!N,,,,,,
17570,izmysljenıje,"вымысел, выдумка",,!H,,,,,,
3610,izmysljeny,"хитроумный, причудливый, замысловатый, затейливый, искусный",,!N,,,,,,
17571,izmysljeny,"выдуманный, придуманный, вымышленный, воображаемый",,!C,,,,,,
36802,iznahoditi,изобретать,,!N,,,,,,
8068,iznahodlivo,"находчиво, изобретательно",,!C,,,,,,
8069,iznahodlivosť,"находчивость, изобретательность",,!C,,,,,,
8070,iznahodlivy,"находчивый, изобретательный, ушлый",,!C,,,,,,
17572,iznahodnosť,сырьё,,!N,,,,,,
36804,iznahodȯk,изобретение,,!N,,,,,,
36803,iznajdti,изобрести,,!N,,,,,,
23316,iznajęti,"арендовать, сдать в аренду",,!N,,,,,,
23315,iznajmati,"арендовать, сдавать в аренду",,!N,,,,,,
26207,iznemogti,"обессилеть, истощиться, ослабеть",,!N,,,,,,
23729,iznenada,"вдруг, внезапно, неожиданно",,!N,,,,,,
26208,iznenadsko,"внезапно, неожиданно",,!N,,,,,,
5459,iznesti,вынести,,C,,,,,,
26209,izniknųti,"исчезнуть, пропасть",,!H,,,,,,
35758,izniščenıje,"уничтожение, истребление, разрушение",,!N,,,,,,
35759,izniščiti,"уничтожить, истребить, разрушить",,!N,,,,,,
5458,iznositi,выносить,,C,,,,,,
4680,iznova,"снова, заново, вновь",,C,,,,,,
33358,iznuda,"вымогательство, вынуждение",,!N,,,,,,
33359,iznuđati,"вымогать, вынуждать",,C,,,,,,
33360,iznuditi,"вымогать, вынудить",,C,,,,,,
16391,iznuriti,"вынырнуть, всплыть",,!H,,,,,,
8082,iznurjati,"выныривать, всплывать",,!H,,,,,,
26211,izobara,изобара,,C,,,,,,
20395,izobličati,"изобличать, раскрывать",,C,,,,,,
20396,izobličiti,"изобличить, раскрыть",,C,,,,,,
1865,izobražati,изображать,,C,,,,,,
19750,izobraženıje,изображение,,C,,,,,,
771,izobraziti,изобразить,,C,,,,,,
26213,izoglosa,изоглосса,,!C,,,,,,
4965,izolacija,изоляция,,!C,,,,,,
26214,izolator,изолятор,,!C,,,,,,
21298,izolovany,изолированный,,C,,,,,,
2015,izolovati,изолировать,,C,,,,,,
31929,izopačati,"искажать, извращать, уродовать, деформировать",,!H,,,,,,
26216,izopačiti,"исказить, извратить, изуродовать, деформировать",,!H,,,,,,
26217,izorati,"вспахать, перепахать",,!N,,,,,,
26218,izpadati,выпадать,,C,,,,,,
36716,izpasti,выпасть,,C,,,,,,
26219,izpekti,"испечь, выпечь",,C,,,,,,
26220,izpepeliti,"испепелить, сжечь дотла",,C,,,,,,
36799,izphańje,вывих,,!N,,,,,,
32917,izphati,"вытолкнуть, выпихнуть",,!H,,,,,,
32918,izphati,вывихнуть,,!N,,,,,,
32915,izpihati,"выталкивать, выпихивать",,!C,,,,,,
32916,izpihati,вывихивать,,!H,,,,,,
2608,izpiti,выпить,,C,,,,,,
8087,izplaćati,выплачивать,,!C,,,,,,
26222,izplåšiti,"напугать, всполошить",,!C,,,,,,
4277,izplata,выплата,,C,,,,,,
8089,izplatiti,выплатить,,C,,,,,,
13945,izplatny spisòk,платёжная ведомость,,!N,,,,,,
26223,izplėti,выполоть,,!H,,,,,,
35124,izpljunųti,выплюнуть,,C,,,,,,
35123,izpljuvati,выплёвывать,,!H,,,,,,
597,izpŀniti,"выполнить, исполнить",,C,,,,,,
2501,izpŀnjati,"выполнять, исполнять",,C,,,,,,
34907,izpluti,"выплыть, отплыть (на корабле)",,!C,,,,,,
34311,izplyvati,выплывать (вплавь),,C,,,,,,
34313,izplyvati,"всплывать, выныривать, выплывать на поверхность",,!C,,,,,,
36726,izplyvati,"выплывать, отплывать (на корабле)",,C,,,,,,
34314,izplyvti,выплыть (вплавь),,!C,,,,,,
34315,izplyvti,"всплыть, вынырнуть, выплыть на поверхность",,!H,,,,,,
17573,izpŀzati,выползать,,C,,,,,,
17574,izpŀzti,выползти,,!C,,,,,,
36609,izpȯlnjeńje,"выполнение, исполнение",,!C,,,,,,
19752,izpověď,"исповедь, признание, покаяние",,C,,,,,,
22218,izpovědati,"исповедоваться, каяться, признаваться",,!H,,,,,,
22219,izpověděti,"исповедаться, покаяться, признаться",,!H,,,,,,
22798,izprašati,"умолять, упрашивать, выпрашивать",,!C,,,,,,
32305,izprati,выстирать,,!H,,,,,,
32299,izprati mozg,промыть мозги,,!N,,,,,,
2502,izpraviti,исправить,,C,,,,,,
2507,izpravjati,исправлять,,C,,,,,,
26231,izpråzdniti,"опорожнить, опустошить",,!H,,,,,,
31723,izpråzdnjati,"опорожнять, опустошать",,!H,,,,,,
32773,izpręgati,выпрягать,,!C,,,,,,
32774,izpręgti,выпрячь,,!H,,,,,,
17575,izprobovanıje,"проба, испытание, проверка, тест",,!H,,,,,,
17576,izprobovati,"испытать, испробовать, проверить",,C,,,,,,
17577,izprobovyvati,"испытывать, пробовать, проверять",,!H,,,,,,
16735,izprodany,распроданный,,!H,,,,,,
22797,izprositi,"выпросить, упросить",,C,,,,,,
26232,izpŕva,"сначала, вначале, сперва, поначалу, первоначально",,C,,,,,,
26233,izpųditi,"прогнать, выгнать",,!N,,,,,,
13952,izpųkly,выпуклый,,C,,,,,,
5241,izpušćati,"выпускать, отпускать, освобождать",,!C,,,,,,
5240,izpustiti,"выпустить, отпустить, освободить",,C,,,,,,
16396,izpytati,выспросить,,!N,,,,,,
20868,izpytati,"испытать, протестировать, попробовать",,C,,,,,,
16395,izpytyvati,выспрашивать,,!H,,,,,,
20869,izpytyvati,"испытывать, тестировать, пробовать",,C,,,,,,
681,izråbiti,сделать,,!N,,,,,,
8103,izråbotati,"выработать, изготовить, произвести, разработать",,C,,,,,,
8106,izråbotyvati,"вырабатывать, изготавливать, производить, разрабатывать",,C,,,,,,
6084,izrađati,вырождаться,,!H,,,,,,
26239,Izraelèc,израильтянин,,!N,,,,,,
4741,Izraelj,Израиль,,!C,,,,,,
4742,izraeľsky,израильский,,!C,,,,,,
1688,izråsti,вырасти,,C,,,,,,
19754,izråvniti,выровнять,,!C,,,,,,
3725,izråvniti sę,выровняться,,!C,,,,,,
19753,izravnjati,выравнивать,,!H,,,,,,
3723,izravnjati sę,выравниваться,,!H,,,,,,
8115,izraz,"выражение, фраза, термин",,!H,,,,,,
682,izražati,выражать,,C,,,,,,
36717,izražati sę,выражаться,,C,,,,,,
719,izraženıje,выражение,,C,,,,,,
2609,izraziti,выразить,,C,,,,,,
36718,izraziti sę,выразиться,,C,,,,,,
17584,izraznosť,"выразительность, выражение, акцент",,!H,,,,,,
17586,izrazny,выразительный,,!H,,,,,,
21301,izrěčenıje,"изречение, высказывание",,!C,,,,,,
21303,izrěkati,"высказывать, изрекать",,!C,,,,,,
21305,izrěkti,"высказать, изречь",,!C,,,,,,
8120,izrězati,"вы́резать, высечь",,!C,,,,,,
36918,izrězyvati,"выреза́ть, высекать, ваять (из дерева, камня)",,!H,,,,,,
21307,izrođenıje,вырождение,,C,,,,,,
6086,izrođeny,вырожденный,,C,,,,,,
6085,izroditi,выродиться,,!C,,,,,,
31433,izrodòk,"выродок, дегенерат",,C,,,,,,
17587,izrųbati,вырубить,,!C,,,,,,
17588,izrųbyvati,вырубать,,!C,,,,,,
23867,izrvati,вырвать,,!C,,,,,,
23866,izryvati,вырывать,,C,,,,,,
5710,izseḓliti,выселить,,C,,,,,,
5711,izseḓljati,выселять,,C,,,,,,
17589,izseḓljenèc,"эмигрант, выселенец, переселенец",,C,,,,,,
17590,izseḓljenica,"эмигрантка, переселенка",,!N,,,,,,
5712,izseḓljenıje,"эмиграция, выселение, переселение",,C,,,,,,
36425,izsěkati,"выреза́ть, высекать",,C,,,,,,
19755,izsěkti,"вы́резать, высечь",,C,,,,,,
36426,izseliti sę,"выселиться, эмигрировать",,C,,,,,,
36427,izseljati sę,"выселяться, эмигрировать",,C,,,,,,
34002,izšiti,вышить,,C,,,,,,
34001,izšivati,вышивать,,C,,,,,,
4845,izškoliti,"воспитать, обучить, дать образование",,!N,,,,,,
8123,izslati,"выслать, отправить",,C,,,,,,
20397,izslavjati,"выражать, излагать, формулировать",,!N,,,,,,
20398,izslavjati sę,выражаться,,!H,,,,,,
32751,izslědòk,"результат, итог",,!N,,,,,,
35390,izslědovanıje,исследование,,C,,,,,,
1937,izslědovatelj,исследователь,,C,,,,,,
21308,izslědovati,"исследовать, изучать",,C,,,,,,
20399,izsloviti,"выразить, изложить, сформулировать",,!H,,,,,,
20400,izsloviti sę,выразиться,,!H,,,,,,
36533,izslušati,выслушать,,C,,,,,,
36532,izslušivati,выслушивать,,C,,,,,,
13967,izsmějati,"высмеять, насмехнуться",,C,,,,,,
13965,izsmějivanıje,"высмеивание, глумление, насмешка",,C,,,,,,
4133,izsmějivati,"высмеивать, насмехаться, глумиться",,C,,,,,,
13968,izsměška,насмешка,,!C,,,,,,
4134,izsměšnik,пересмешник,,!H,,,,,,
17591,izsměvka,насмешка,,!H,,,,,,
34583,izsòhnųti,высохнуть,,C,,,,,,
4151,izsòsati,высосать,,C,,,,,,
16614,izstava,выставка,,!C,,,,,,
8126,"izstava, izstavka","выставка, показ, экспозиция",,C,,,,,,
2602,izstaviti,"выставить, показать, продемонстрировать",,C,,,,,,
931,izstavjati,"выставлять, показывать, демонстрировать",,C,,,,,,
35563,izstavjenıje,"экспонирование, экспозиция, демонстрация, показ",,!N,,,,,,
33599,izstrěl,выстрел,,!C,,,,,,
35676,izstrěliti,выстрелить,,!C,,,,,,
3505,izstųpati,"выступать, выходить вперёд, появляться",,C,,,,,,
21985,izstųpati,"уходить, выходить",,!N,,,,,,
3535,izstųpiti,"выступить, выйти вперёд, появиться",,C,,,,,,
21993,izstųpiti,"уйти, выйти",,!N,,,,,,
13947,izsunųti,высунуть,,C,,,,,,
13951,izsunųtıje,выступ,,!N,,,,,,
13953,izsunųty,"торчащий, выступающий, выдающийся, высунутый",,C,,,,,,
33097,izsušati,"высушивать, осушать",,!C,,,,,,
33098,izsušiti,"высушить, осушить",,C,,,,,,
13949,izsuvati,высовывать,,!H,,,,,,
34582,izsyhati,высыхать,,C,,,,,,
17592,izsylanıje,"отправка, высылка",,!H,,,,,,
8131,izsylati,"отправлять, высылать",,C,,,,,,
26245,izsypati,высыпать,,C,,,,,,
5567,izsysati,высасывать,,!H,,,,,,
22052,iztęg,"выписка, выдержка, отрывок",,!N,,,,,,
3850,iztęgati,"вытягивать, вытаскивать",,!C,,,,,,
3849,iztęgnųti,"вытянуть, вытащить",,!C,,,,,,
6070,iztěkati,вытекать,,C,,,,,,
22066,iztěkati,"истекать, заканчиваться",,C,,,,,,
6072,iztekti,вытечь,,C,,,,,,
22067,iztekti,"истечь, закончиться",,C,,,,,,
2393,iztirati,"затирать, стирать",,C,,,,,,
26247,iztkati,"выткать, соткать",,C,,,,,,
26251,iztŀkti,истолочь,,!C,,,,,,
26249,iztočiti,продырявить,,!N,,,,,,
23538,Iztočna Eùropa,Восточная Европа,,!C,,,,,,
22070,iztočnik,"источник, исток, происхождение",,C,,,,,,
17594,iztočnoslovjansky,восточнославянский,,!C,,,,,,
13636,iztočny,восточный,,!C,,,,,,
15642,iztok,восток,,!H,,,,,,
26250,iztok,"источник, исток",,C,,,,,,
3277,iztratiti,"истратить, потратить",,C,,,,,,
34955,iztręsati,"вытрясать, вытряхивать",,!C,,,,,,
34954,iztręsti,"вытрясти, вытряхнуть",,!C,,,,,,
5545,iztrèti,"стереть, затереть",,!C,,,,,,
22139,iztṙgati,"исторгать, извлекать, вытаскивать, выдергивать",,C,,,,,,
22140,iztṙgnųti,"исторгнуть, извлечь, вытащить, выдернуть",,C,,,,,,
3820,iztŕpěti,"вытерпеть, вынести, выдержать",,C,,,,,,
16400,iztvarjati,"производить, изготавливать, вырабатывать",,!N,,,,,,
16397,iztvor,"продукт, изделие, произведение",,!N,,,,,,
16398,iztvoriti,"произвести, изготовить, выработать",,!N,,,,,,
16399,iztvorjenıje,"производство, изготовление, выработка",,!N,,,,,,
31724,izučati,изучать,,C,,,,,,
26256,izučiti,"изучить, выучить",,C,,,,,,
13934,izumiranıje,вымирание,,!C,,,,,,
5774,izumirati,вымирать,,!C,,,,,,
603,izumitelj,изобретатель,,!N,,,,,,
20402,izumrěly,вымерший,,!H,,,,,,
5769,izumrèti,вымереть,,!H,,,,,,
36915,izvajati,"изваять, создать скульптуру",,C,,,,,,
763,izvaljnjati,увольнять,,!H,,,,,,
22217,izvědy,"разведка, рекогносцировка",,!N,,,,,,
3692,izvěšćati,"извещать, информировать, докладывать",,C,,,,,,
558,izvesti,вывести,,C,,,,,,
36764,izvesti,"вывести (что-либо из чего-либо), сделать вывод, заключить",,C,,,,,,
17596,izvěstitelj,"репортёр, докладчик",,!N,,,,,,
3688,izvěstiti,"известить, проинформировать, доложить",,C,,,,,,
17595,izvěstıje,"известие, весть, новость",,C,,,,,,
14314,izvěstnik,"репортёр, корреспондент, журналист",,!N,,,,,,
26264,izvěstny,"известный, пресловутый",,C,,,,,,
14316,izvěstoglåšenıje,"сводка новостей, новостная программа",,!N,,,,,,
14315,izvěstoglåsitelj,"новостник, ведущий новостей, диктор",,!N,,,,,,
22215,Izvěstovanıje,Благовещение,,!N,,,,,,
5511,izvezti,вывезти,,!C,,,,,,
8146,izvezti,экспортировать,,!N,,,,,,
26265,izvihnųti,вывихнуть,,C,,,,,,
3390,"izvini, izvinite","извини, извините, простите",,C,,,,,,
634,izviniti,"извинить, простить",,C,,,,,,
32398,izviniti sę,"извиниться, попросить прощения",,C,,,,,,
32400,izvinjajųći,извиняющийся,,!H,,,,,,
633,izvinjati,"извинять, прощать",,C,,,,,,
32397,izvinjati sę,"извиняться, просить прощения",,C,,,,,,
32399,izvinjenıje,"извинение, прощение",,C,,,,,,
36722,izvlěkati,"извлекать, вытаскивать",,C,,,,,,
26267,izvlėkti,"извлечь, вытащить",,C,,,,,,
26269,izvně,"извне, снаружи",,C,,,,,,
22395,izvnųtra,изнутри,,!H,,,,,,
22276,izvod,"вывод, умозаключение",,C,,,,,,
22280,izvod,выход,,!C,,,,,,
17598,izvođenıje,"вывод, выведение",,!C,,,,,,
5540,izvoditi,выводить,,C,,,,,,
36763,izvoditi,"выводить (что-либо из чего-либо), делать вывод, заключать",,C,,,,,,
8156,izvodlivosť,"возможность, осуществимость, выполнимость",,!H,,,,,,
8157,izvodlivy,"возможный, осуществимый, выполнимый",,!H,,,,,,
8158,izvolimosť,избираемость,,!H,,,,,,
8159,izvolimy,избираемый,,!N,,,,,,
14611,izvoliti,выбрать,,!N,,,,,,
14612,izvoljenıje,"выбор, избрание",,!H,,,,,,
8168,izvoljeny,"избранный, выбранный",,!H,,,,,,
2956,izvoljniti,уволить,,!H,,,,,,
14610,izvoljny,выборный,,!C,,,,,,
26270,izvor,"источник, исток",,!N,,,,,,
5907,izvoz,"экспорт, вывоз",,C,,,,,,
5510,izvoziti,вывозить,,C,,,,,,
16181,izvoziti,экспортировать,,!N,,,,,,
22662,izvraćati,"извращать, искажать",,C,,,,,,
5629,izvråćeny,"извращённый, искажённый",,C,,,,,,
22661,izvråtiti,"извратить, исказить",,C,,,,,,
2932,izžęti,"собрать урожай, сжать (рожь)",,!C,,,,,,
5858,izznačati,"определять, обозначать, отмечать",,!H,,,,,,
5859,izznačenıje,определение,,!N,,,,,,
5857,izznačiti,"определить, обозначить, отметить",,!H,,,,,,
8177,izzòv,"вызов, провокация",,C,,,,,,
6244,izzvati,"вызвать, спровоцировать",,C,,,,,,
6243,izzyvati,"вызывать, провоцировать",,C,,,,,,
1602,ja,я,,C,,,,,,
17601,jablånj,яблоня,,!H,,,,,,
26275,jablòčny,яблочный,,C,,,,,,
282,jablòko,яблоко,,C,,,,,,
2109,jad,"яд, отрава",,C,,,,,,
26282,jadovity,"ядовитый, токсичный",,C,,,,,,
36740,Jadransko morje,Адриатическое море,,!H,,,,,,
1576,jagnę,ягнёнок,,!N,,,,,,
26285,jagnętina,ягнятина,,C,,,,,,
26284,jagnętıji,ягнячий,,!C,,,,,,
26286,jagniti sę,ягниться,,C,,,,,,
1580,jagoda,ягода,,C,,,,,,
26287,jagoda,клубника,,!N,,,,,,
26289,jagodny,ягодный,,C,,,,,,
32472,jaguar,ягуар,,C,,,,,,
4708,jajca,"яички, тестикулы (анат.)",,!N,,,,,,
1478,jajce,яйцо,,!C,,,,,,
8209,jajcebělòk,яичный белок,,!N,,,,,,
8214,jaječko,"яичко, тестикула (анат.)",,!C,,,,,,
36552,jajėčna skorlupa,яичная скорлупа,,!C,,,,,,
26291,jaječny,яичный,,!C,,,,,,
35431,jaječny krem,заварной крем,,!N,,,,,,
36848,jak,як,,C,,,,,,
17602,jalovèc,можжевельник,,!N,,,,,,
26293,jalověti,"яловеть, бесплодеть, становиться бесплодным",,C,,,,,,
26294,jalovica,"яловица, бесплодная самка скота",,C,,,,,,
26296,jalovy,"яловый, бесплодный (о животных)",,C,,,,,,
36640,jalovy,"бесплодный, неурожайный",,!N,,,,,,
36641,jalovy,"бесполезный, напрасный, бесплодный, бессмысленный",,!N,,,,,,
4995,jama,"яма, впадина, пещера",,C,,,,,,
16785,Jamajka,Ямайка,,C,,,,,,
22458,jamajsky,ямайский,,C,,,,,,
2106,januaŕ,январь,,!C,,,,,,
19756,Japonèc,японец,,C,,,,,,
3052,Japonija,Япония,,C,,,,,,
1528,japonsky,японский,,C,,,,,,
118,jar,овраг,,!N,,,,,,
26299,jar,весна,,!N,,,,,,
35544,jard,ярд,,C,,,,,,
26303,jarka,"ярка, молодая овца",,C,,,,,,
26304,jarky,"яркий, сияющий",,C,,,,,,
3042,jaŕmo,"ярмо, иго",,C,,,,,,
26306,jarosť,"ярость, гнев",,C,,,,,,
26307,jarovy,"весенний, яровой",,C,,,,,,
878,jaščer,"ящер, ящерица",,C,,,,,,
26308,jasenèc,ясенец (растение),,C,,,,,,
17603,jasenj,ясень,,C,,,,,,
17605,jasla-sadòk,ясли (дошкольное учреждение),,!N,,,,,,
26311,jasli,"ясли, колыбель, детская кроватка",,C,,,,,,
26312,jasněti,"светлеть, яснеть",,C,,,,,,
17607,jasno,"ясно, отчётливо",,C,,,,,,
4147,jasnosť,"ясность, чёткость, чистота",,C,,,,,,
26317,jasnota,"ясность, чёткость, чистота",,!H,,,,,,
13615,jasnovidèc,"ясновидящий, провидец, предсказатель",,!H,,,,,,
13614,jasnovidka,"ясновидящая, прорицательница, предсказательница",,!H,,,,,,
17608,jasnovidnosť,"ясновидение, предвидение",,!H,,,,,,
734,jasny,"ясный, яркий, светлый",,C,,,,,,
33082,jasny,"ясный, чёткий, понятный",,C,,,,,,
527,jastręb,ястреб,,!C,,,,,,
26324,jatròv,невестка (жена брата мужа),,!N,,,,,,
17609,java,"явь, реальность, действительность",,!H,,,,,,
17611,java,"бодрствование, сознание",,!N,,,,,,
36480,Java,Ява,,C,,,,,,
36481,javansky,яванский,,C,,,,,,
534,javiti sę,"явиться, появиться, показаться",,C,,,,,,
36730,javiti sę,"явиться, прийти, прибыть, объявиться",,C,,,,,,
3612,javjati sę,"являться, появляться, показываться",,C,,,,,,
36731,javjati sę,"являться, приходить, прибывать, объявляться",,C,,,,,,
8240,javjenıje,"явление, появление",,!C,,,,,,
17612,javjenıje,"явление, феномен",,!C,,,,,,
26327,javno,"явно, открыто, публично",,C,,,,,,
8241,javny,"явный, публичный",,C,,,,,,
26329,javor,"явор, белый клен",,C,,,,,,
26330,javorovy,яворовый,,C,,,,,,
26332,jaz,"запруда, яз",,C,,,,,,
26331,jaź,язь (рыба),,C,,,,,,
20403,jazvèc,барсук,,!N,,,,,,
8245,je,есть,,!N,,,,,,
4461,jebanıje,"ебля, траханье (вульг.)",,!N,,,,,,
8248,jebany,"ёбаный, сраный, грёбаный (вульг.)",,C,,,,,,
8249,jebatelj,"трахаль, ёбарь (вульг.)",,!N,,,,,,
528,jebati,"трахать, ебать (вульг.)",,C,,,,,,
35993,jebeno,"проклято, чертовски, ужасно, адски, безумно (вульг.)",,!N,,,,,,
2862,jęčati,"стонать, ныть, скулить, выть",,!N,,,,,,
1574,jęčmenj,ячмень,,C,,,,,,
36479,jęčmenj,ячмень (заболевание),,C,,,,,,
16798,jęčmenny,ячменный,,C,,,,,,
2944,jěda,"еда, пища",,C,,,,,,
26340,jědak,"едок, поедатель",,!C,,,,,,
8259,jědanıje,поедание,,!H,,,,,,
15347,jědatelj,"едок, поедатель",,!H,,,,,,
1592,jědati,"есть, кушать",,!N,,,,,,
16799,jědenıje,"еда, приём пищи",,!N,,,,,,
531,jedin,один,,!C,,,,,,
532,jedin drugogo,"друг друга, один другого",,C,,,,,,
8268,jedin protiv drugomu,друг против друга,,!H,,,,,,
19757,jedinačka,единственный ребёнок в семье (дочь),,!N,,,,,,
19758,jedinak,единственный ребёнок в семье (девочка),,!N,,,,,,
26345,jedinèc,одиночка,,!N,,,,,,
5174,jedinica,единица,,C,,,,,,
36735,jedinka,единица,,!H,,,,,,
533,jedinnadsęť,одиннадцать,,!H,,,,,,
23679,jedinnadsęty,одиннадцатый,,!H,,,,,,
5098,jedino,"только, лишь",,!N,,,,,,
8278,jedino pytanıje vrėmene,только вопрос времени,,!N,,,,,,
17615,jedinovy,"один, единственный, единый",,!H,,,,,,
915,jedinstvèno čislo,единственное число,,!C,,,,,,
8282,jedinstvèny,"единственный, единичный, один",,C,,,,,,
19759,jedinstvèny,"уникальный, неповторимый, исключительный",,!N,,,,,,
8283,jedinstvo,"единство, единение, согласие",,C,,,,,,
999,jediny,"единственный, единый, одинокий",,C,,,,,,
