id,isv,translations,helperWords,match,Δmin,Δavg,Δmax,Rmin,Rmax,comments
25813,grěšny,grzeszny,,,,,,,,
1882,grěti,"grzać, ogrzewać",,,,,,,,
25815,gręź,"brud, błoto",,,,,,,,
2544,gręznųti,grzęznąć,,,,,,,,
673,grib,grzyb,,,,,,,,
20379,grifon,gryf,,,,,,,,
23422,gril,"grill, rożno",,,,,,,,
4271,grip,grypa,,,,,,,,
4272,gripovy,grypowy,,,,,,,,
674,griva,grzywa,,,,,,,,
722,grivna,"grzywna, mandat",,,,,,,,
25821,grivna,hrywna [₴],,,,,,,,
5272,gṙn,"garnek, słój, doniczka",,,,,,,,
25826,gṙnčaŕ,garncarz,,,,,,,,
35192,gṙnčaŕstvo,garncarstwo,,,,,,,,
2282,gṙnèc,"rondel, garnek",,,,,,,,
69,gṙnųti,"gromadzić, ogarniać",,,,,,,,
688,grob,grób,,,,,,,,
3506,grob,trumna,,,,,,,,
4138,grobaŕ,grabarz,,,,,,,,
17442,grobišče,cmentarz,,,,,,,,
7693,grobokopatelj,grabarz,,,,,,,,
25837,grohtati,"burczeć, chrząkać (świnia)",,,,,,,,
2990,grom,"piorun, grom",,,,,,,,
6327,gromada,"gromada, tłum",,,,,,,,
25839,gromada,"kupa, sterta",,,,,,,,
17443,gromaditi,gromadzić,,,,,,,,
676,gronostaj,gronostaj,,,,,,,,
17444,groš,"moneta, grosz",,,,,,,,
2567,groši,pieniądze,,,,,,,,
19710,groteskovy,groteskowy,,,,,,,,
690,groza,niebezpieczeństwo,,,,,,,,
1885,groźba,groźba,,,,,,,,
25849,grozď,"pęk, grono",,,,,,,,
36079,grozdinka,rodzynka,,,,,,,,
25846,grozdıje,winogrono,,,,,,,,
2568,groziti,grozić,,,,,,,,
691,grozny,niebezpieczny,,,,,,,,
7701,grozny,groźny,,,,,,,,
1930,gṙsť,"pięść, garść",,,,,,,,
1927,gṙtanj,krtań,,,,,,,,
25855,grubosť,"szorstkość, prostactwo",,,,,,,,
1736,gruby,"szorstki, grubiański, prostacki",,,,,,,,
680,Gruby Nacionaľny Produkt [GNP],Produkt narodowy brutto,,,,,,,,
36063,gruby pěsòk,"żwir, szuter, kruszywo",,,,,,,,
17445,grųď,klatka piersiowa,,,,,,,,
2611,gruda,gruda,,,,,,,,
25860,grųdny,piersiowy,,,,,,,,
1787,grupa,grupa,,,,,,,,
3950,grupovati,grupować,,,,,,,,
16935,grupovy,grupowy,,,,,,,,
2569,grupy,oddziały wojskowe,,,,,,,,
2570,gruša,"grusza, gruszka",,,,,,,,
25863,gruševy,gruszkowy,,,,,,,,
698,Gruzija,Gruzja,,,,,,,,
1040,gruzinsky,gruziński,,,,,,,,
7688,gryzati,"gryźć, obgryzać",,,,,,,,
668,gryzti,gryźć,,,,,,,,
7712,guba,grzyb,,,,,,,,
2171,gųba,warga,,,,,,,,
17446,gųba,gąbka,,,,,,,,
32332,gubernator,gubernator,,,,,,,,
13416,gubi sę!,"spadaj!, odpieprz się!, spierdalaj!, odwal się!",,,,,,,,
17447,gubiti,niszczyć,,,,,,,,
25871,gubiti,"gubić, tracić",,,,,,,,
36652,gubiti sę,gubić się,,,,,,,,
36253,gubiti tęžinų,"chudnąć, zeszczupleć, tracić na wadze",,,,,,,,
5281,guma,guma,,,,,,,,
1752,gumno,gumno,,,,,,,,
2571,gųś,gęś,,,,,,,,
36100,gųsak,"gąsior, gęsior",,,,,,,,
25896,gųšća,"gąszcz, gęstwina",,,,,,,,
25882,gųsę,gąsiątko,,,,,,,,
429,gųsenica,gąsienica,,,,,,,,
25883,gųsıji,gęsi,,,,,,,,
14591,gųslar,gęślarz,,,,,,,,
7715,gųsli,"psalterium, gusli",,,,,,,,
16469,gųsljaŕ,skrzypek,,,,,,,,
16468,gųslje,skrzypce,,,,,,,,
25888,gųstěti,gęstnieć,,,,,,,,
25890,gųstiti,zagęszczać,,,,,,,,
25899,gųstıje,"gąszcz, gęstwina",,,,,,,,
25892,gųsto,gęsto,,,,,,,,
25893,gųstosť,gęstość,,,,,,,,
25894,gųstota,gęstość,,,,,,,,
5308,gųsty,gęsty,,,,,,,,
22384,Gvatemala,Gwatemala,,,,,,,,
22385,gvatemaľsky,gwatemalski,,,,,,,,
16782,Gvineja,Gwinea,,,,,,,,
2574,gvozď,gwóźdź,,,,,,,,
2912,gybati,kołysać się,,,,,,,,
35205,gybkosť,"elastyczność, giętkość",,,,,,,,
17397,gybky,"elastyczny, giętki",,,,,,,,
2917,gybnųti,zakołysać się,,,,,,,,
25904,ha!,ha!,,,,,,,,
25525,haček,haczek,,,,,,,,
22456,Haiti,Haiti,,,,,,,,
22457,haitiansky,haitański,,,,,,,,
31874,hak,hak,,,,,,,,
25910,halucinacija,halucynacja,,,,,,,,
25911,halucinovati,mieć halucynacje,,,,,,,,
25912,halupa,"szałas, chata, domek, chałupa",,,,,,,,
3651,halva,chałwa,,,,,,,,
25913,hamak,hamak,,,,,,,,
35190,hamburger,hamburger,,,,,,,,
35823,hameleon,kameleon,,,,,,,,
25914,handbol,piłka ręczna,,,,,,,,
25915,hantèlj,hantel (sport),,,,,,,,
33502,haos,chaos,,,,,,,,
33504,haotično,chaotycznie,,,,,,,,
33503,haotičny,chaotyczny,,,,,,,,
3184,harakter,charakter,,,,,,,,
16936,harakterističny,charakterystyczny,,,,,,,,
1763,harakteristika,charakterystyka,,,,,,,,
16937,harakterizovati,charakteryzować,,,,,,,,
25921,harem,harem,,,,,,,,
23445,harfa,harfa,,,,,,,,
25922,harmoničny,harmoniczny,,,,,,,,
3656,harmonija,harmonia,,,,,,,,
25924,harmonika,"harmonijka ustna, organki (muz.)",,,,,,,,
7724,harmonizovati,harmonizować,,,,,,,,
25928,harpun,harpun,,,,,,,,
3012,harta,"statut, ustawa",,,,,,,,
23199,hašiš,haszysz,,,,,,,,
7727,hata,chata,,,,,,,,
25930,hazard,hazard,,,,,,,,
25931,hazardna igra,uprawiać hazard,,,,,,,,
19711,hebrejsky,hebrajski,,,,,,,,
16938,hegemonija,hegemonia,,,,,,,,
35359,hej,hej,,,,,,,,
23408,heker,haker,,,,,,,,
25905,hektar [ha],hektar,,,,,,,,
23020,hektolitr,hektolitr,,,,,,,,
23023,hektometr,hektometr,,,,,,,,
22598,helij,hel,,,,,,,,
25933,helikopter,"helikopter, śmigłowiec",,,,,,,,
14592,helma,"hełm, kask",,,,,,,,
4663,hemičny,chemiczny,,,,,,,,
2573,hemija,chemia,,,,,,,,
2572,hemikalija,chemikalia,,,,,,,,
7743,hepa,wątroba,,,,,,,,
7744,hepatit,zapalenie wątroby,,,,,,,,
7745,hepovy,wątrobowy,,,,,,,,
2575,heroin,heroina,,,,,,,,
7747,heroina,heroina,,,,,,,,
3185,heroj,bohater,,,,,,,,
32180,herpes,opryszczka pospolita,,,,,,,,
19712,heterogennosť,heterogenność,,,,,,,,
20380,heterogenny,heterogenny,,,,,,,,
32804,hiacint,hiacynt,,,,,,,,
4864,hidraùličny,hydrauliczny,,,,,,,,
20381,hiena,hiena,,,,,,,,
25936,hierarh,hierarcha,,,,,,,,
25937,hierarhičny,hierarchiczny,,,,,,,,
19714,hierarhija,hierarchia,,,,,,,,
25940,hieroglif,hieroglif,,,,,,,,
25941,hieroglifny,hieroglify,,,,,,,,
35188,higiena,higiena,,,,,,,,
35189,higieničny,higieniczny,,,,,,,,
33365,hihot,chichot,,,,,,,,
33364,hihotati sę,chichotać się,,,,,,,,
7748,himera,chimera,,,,,,,,
7750,himersky,chimeryczny,,,,,,,,
4865,himn,hymn,,,,,,,,
23574,hinduizm,hinduizm,,,,,,,,
4548,hiperlink,hiperłącze,,,,,,,,
17448,hipersvęź,hiperłącze,,,,,,,,
19715,hipnotizovati,hipnotyzować,,,,,,,,
19716,hipnoza,hipnoza,,,,,,,,
20382,hipopotam,hipopotam,,,,,,,,
34999,hipoteka,"hipoteka, kredyt hipoteczny",,,,,,,,
19518,hipotetičny,hipotetyczny,,,,,,,,
19517,hipoteza,hipoteza,,,,,,,,
17449,hirugičny,chirurgiczny,,,,,,,,
17450,hirugija,chirurgia,,,,,,,,
17451,hirurg,chirurg,,,,,,,,
36829,histeričny,histeryczny,,,,,,,,
36828,histerija,histeria,,,,,,,,
16466,historičny,historyczny,,,,,,,,
2496,historija,"historia, dzieje",,,,,,,,
34889,historik,historyk,,,,,,,,
2576,hlåd,"chłód, zimno",,,,,,,,
17453,hlåđenıje,chłodzenie,,,,,,,,
25951,hlåděti,"stygnąć, chłodnąć",,,,,,,,
5276,hlådiľnik,lodówka,,,,,,,,
17454,hlåditi,"chłodzić, schładzać, ziębić",,,,,,,,
17456,hlåditi sę,ochłonąć,,,,,,,,
7759,hlådnějši,"zimniejszy, chłodniejszy",,,,,,,,
4466,hlådno,zimno,,,,,,,,
4617,hlådnosť,chłód,,,,,,,,
2579,hlådny,"chłodny, zimny",,,,,,,,
1109,hlåpčik,chłopczyk,,,,,,,,
3335,hlåpèc,"chłopiec, facet, gość",,,,,,,,
4338,hlåpstvo,chłopięctwo,,,,,,,,
89,hlěb,chleb,,,,,,,,
90,hlěv,chlew,,,,,,,,
17457,hlipati,szlochać,,,,,,,,
17458,hlipnųti,szlochnąć,,,,,,,,
544,hŀm,pagórek,,,,,,,,
22613,hlor,chlor,,,,,,,,
33719,hloroform,chloroform,,,,,,,,
2578,hmelj,chmiel,,,,,,,,
25975,hmeljny,pijany,,,,,,,,
32814,hmuriti,"marszczyć, chmurzyć",,,,,,,,
32815,hmuriti sę,marszczyć się,,,,,,,,
32816,hmuriti sę,chmurzyć się,,,,,,,,
23575,hobi,hobby,,,,,,,,
35271,hobist,hobbysta,,,,,,,,
25979,hobot,trąba (słonia),,,,,,,,
3742,hod,"chód, ruch, krok, sposób chodzenia",,,,,,,,
3845,hoďba,chodzenie,,,,,,,,
25982,hodèc,"piechur, pieszy",,,,,,,,
7780,hođenıje,chodzenie,,,,,,,,
7784,hoditelj,"piechur, pieszy",,,,,,,,
17461,hoditeljka,"piechurka, piesza",,,,,,,,
2590,hoditi,chodzić,,,,,,,,
7782,hodnik,chodnik,,,,,,,,
25984,hodulja,szczudło,,,,,,,,
5801,hokej,hokej,,,,,,,,
5802,hokej na ledu,hokej na lodzie,,,,,,,,
35740,Holandija,Holandia,,,,,,,,
35741,holandsky,holenderski,,,,,,,,
35099,holera,cholera,,,,,,,,
17462,holesterol,cholesterol,,,,,,,,
20384,homjak,chomik,,,,,,,,
23412,homogenizovati,homogenizować,,,,,,,,
19717,homogennosť,"homogeniczność, jednorodność",,,,,,,,
19718,homogenny,"jednorodny, homogeniczny",,,,,,,,
17463,homonim,homonim,,,,,,,,
35566,homoseksualist,homoseksualista,,,,,,,,
1511,homoseksuaľny,homoseksualny,,,,,,,,
2582,homųt,chomąto,,,,,,,,
22386,Honduras,Honduras,,,,,,,,
22387,hondurassky,honduraski,,,,,,,,
23449,hor,chór,,,,,,,,
32504,horeografija,choreografia,,,,,,,,
19719,horizont,horyzont,,,,,,,,
19720,horizontaľny,"horyzontalny, poziomowy",,,,,,,,
23011,horoskop,horoskop,,,,,,,,
706,horųgva,"flaga, chorągiew, transparent",,,,,,,,
25997,hoť by,"przynajmniej, chociażby",,,,,,,,
2581,"hoť, hoti","chociaż, choć, aczkolwiek",,,,,,,,
35268,hotel,hotel,,,,,,,,
2971,hotěti,chcieć,,,,,,,,
1828,hovati,"chować, ukrywać",,,,,,,,
25999,hråbrèc,"zuch, odważniak",,,,,,,,
4611,hråbrosť,"odwaga, śmiałość, chrobrość",,,,,,,,
2607,hråbry,"odważny, śmiały, dzielny",,,,,,,,
4890,hram,"świątynia, chram",,,,,,,,
26006,hrånitelj,"kustosz, opiekun",,,,,,,,
19721,hråniti,chronić,,,,,,,,
36791,hråniti sę,być zachowanym,,,,,,,,
17464,hrånjenèc,"podopieczny, protegowany",,,,,,,,
17466,hrapati,chrapać,,,,,,,,
1639,hråpavy,"szorstki, chropowaty",,,,,,,,
17467,hrapnųti,chrapnąć,,,,,,,,
26013,hṙčati,"stukotać, grzechotać",,,,,,,,
20385,hrčèk,chomik,,,,,,,,
841,hrèbet,kręgosłup,,,,,,,,
1928,hrèbet,"plecy, grzbiet",,,,,,,,
26012,hrèbetny,grzbietowy,,,,,,,,
67,hrèbetny mozòk,rdzeń kręgowy,,,,,,,,
3114,hrěn,chrzan,,,,,,,,
26015,hrěnovy,chrzanowy,,,,,,,,
35996,hrěnviršla,"parówka, frankfurterka",,,,,,,,
26010,hręšč,chrząstka,,,,,,,,
35826,hrestomatija,chrestomatia,,,,,,,,
35456,hriply,ochrypły,,,,,,,,
302,"hristijan, hristijanin",chrześcijanin,,,,,,,,
17468,hristijanizacija,chrystianizacja,,,,,,,,
17470,hristijanka,chrześcijanka,,,,,,,,
2606,hristijansky,chrześcijański,,,,,,,,
1640,hristijanstvo,chrześcijaństwo,,,,,,,,
17471,Hristos,Chrystus,,,,,,,,
22620,hrom,chrom,,,,,,,,
26018,hromati,"kuleć, utykać",,,,,,,,
36830,hromatičny,chromatyczny,,,,,,,,
34408,hroměti,kulawieć,,,,,,,,
26019,hromosť,"kulawość, chromość",,,,,,,,
26021,hromy,"kulawy, chromy",,,,,,,,
35718,hronika,kronika,,,,,,,,
35774,hronikaŕ,kronikarz,,,,,,,,
35398,hronologičny,chronologiczny,,,,,,,,
35397,hronologija,chronologia,,,,,,,,
2577,hṙt,chart,,,,,,,,
26024,hrupati,chrupać,,,,,,,,
31916,hrupkavy,"chrupki, chrupiący",,,,,,,,
26028,hrųšč,chrabąszcz majowy,,,,,,,,
1245,hrust,chrust,,,,,,,,
26026,hrustati,"chrupać, chrzęścić",,,,,,,,
4727,Hṙvat,Chorwat,,,,,,,,
2580,Hṙvatija,Chorwacja,,,,,,,,
4728,hṙvatsky,chorwacki,,,,,,,,
7739,htěti,chcieć,,,,,,,,
26030,htivy,chciwy,,,,,,,,
36251,hudnųti,"chudnąć, zeszczupleć, tracić na wadze",,,,,,,,
17472,hųdožnica,artystka,,,,,,,,
14594,hųdožnik,artysta,,,,,,,,
17473,hųdožno,artystycznie,,,,,,,,
14595,hųdožny,artystyczny,,,,,,,,
17474,hųdožstvo,sztuka,,,,,,,,
26033,hudy,"chudy, szczupły, skromny (skąpy), cienki",,,,,,,,
2064,huj,"chuj, lachociąg",,,,,,,,
14596,hujesòs,obciągacz (wulg.),,,,,,,,
6226,huligan,huligan,,,,,,,,
35744,humanističny,humanistyczny,,,,,,,,
2592,humanitarny,humanitarny,,,,,,,,
35743,humanizm,humanizm,,,,,,,,
3668,humor,humor,,,,,,,,
19722,humorističny,humorystyczny,,,,,,,,
19495,hunta,junta,,,,,,,,
35656,hura,hura,,,,,,,,
35837,husit,husyta,,,,,,,,
2593,hvala,pochwała,,,,,,,,
7828,hvala,dzięki,,,,,,,,
14598,Hvala!,"Dzięki!, dziękuję",,,,,,,,
26041,hvalebny,chwalebny,,,,,,,,
2890,hvaliti,chwalić,,,,,,,,
17477,hvastati sę,"przechwalać się, chełpić się",,,,,,,,
35476,hvat,chwyt,,,,,,,,
2591,hvatati,"chwytać, łapać",,,,,,,,
708,hvějati,potrząsać,,,,,,,,
20865,hvějati,chwiać,,,,,,,,
34776,hvějati sę,chwiać się,,,,,,,,
3846,hvilja,"chwila, moment",,,,,,,,
7835,hvilja nazad,"przed chwilą, chwilę temu, ledwo co",,,,,,,,
7836,hvilja tomu,"przed chwilą, chwilę temu, ledwo co",,,,,,,,
17482,hvoja,igła (drzewo),,,,,,,,
26045,hvoja,drzewo iglaste,,,,,,,,
36260,hvojny lěs,"bór, las iglasty",,,,,,,,
26047,hvorěti,chorować,,,,,,,,
3543,hvoroba,choroba,,,,,,,,
17483,hvoroba sŕdca,choroba serca,,,,,,,,
36691,hvoroblivy,"chorobliwy, chorowity",,,,,,,,
7840,hvorobno,"chorobliwie, chorowicie",,,,,,,,
26048,hvorosť,"zachorowanie, schorzenie",,,,,,,,
3541,hvory,chory,,,,,,,,
26051,hvošč,skrzyp,,,,,,,,
17484,hvost,ogon,,,,,,,,
26052,hyba,"wada, usterka, błąd, pomyłka, skaza",,,,,,,,
26053,hybiti,"błądzić, pomylić się, oblać (nie zdać)",,,,,,,,
7751,hytrèc,"bystrzak, spryciarz, cwaniak",,,,,,,,
15329,hytrica,"bystrzak (kobieta), spryciara, cwaniara",,,,,,,,
7752,hytro,"bystrze, sprytnie, cwaniacko",,,,,,,,
7753,hytrosť,"chytrość, cwaność, cwaniactwo",,,,,,,,
17452,hytry,"chytry, cwany",,,,,,,,
718,i,i,,,,,,,,
36224,i ... i ...,"jak ... tak i ..., zarówno ... jak ..., i ... i ...",,,,,,,,
36223,I slěpa veverica poněkògda najde orěh,I ślepa wiewiórka czasem znajdzie orzech,,,,,,,,
36343,i t.d.,itd.,,,,,,,,
36341,i tako dalje,i tak dalej,,,,,,,,
26056,ibis,ibis,,,,,,,,
3457,ibo,"bo, ponieważ, gdyż",,,,,,,,
206,ideal,ideał,,,,,,,,
26058,idealist,idealista,,,,,,,,
26059,idealističny,idealistyczny,,,,,,,,
26060,idealizacija,idealizacja,,,,,,,,
26061,idealizm,idealizm,,,,,,,,
26062,idealizovati,idealizować,,,,,,,,
2595,ideaľny,"idealny, perfekcyjny",,,,,,,,
3372,ideja,"pomysł, idea",,,,,,,,
12913,identični blizneci,bliźniaki jednojajowe,,,,,,,,
35748,identičnosť,tożsamość,,,,,,,,
2597,identičny,identyczny,,,,,,,,
16421,identifikacija,indentyfikacja,,,,,,,,
35274,identifikator,identyfikator,,,,,,,,
15906,identifikovati,indentyfikować,,,,,,,,
19723,identitet,tożsamość,,,,,,,,
26069,ideografija,ideografia,,,,,,,,
2103,ideolog,ideolog,,,,,,,,
23576,ideologičny,ideologiczny,,,,,,,,
715,ideologija,ideologia,,,,,,,,
26073,idila,idylla,,,,,,,,
26074,idiličny,idylliczny,,,,,,,,
26075,idiom,idiom,,,,,,,,
36363,idiomatičny,idiomatyczny,,,,,,,,
23229,idiot,idiota,,,,,,,,
26077,idiotizm,idiotyzm,,,,,,,,
23230,idiotsky,idiotyczny,,,,,,,,
26078,idol,idol,,,,,,,,
26079,idolopoklonnik,bałwochwalca,,,,,,,,
2104,idti,iść,,,,,,,,
13823,idti v’prėd,"postępować, iść naprzód",,,,,,,,
15654,idti v’zad,cofać się,,,,,,,,
2105,igla,igła,,,,,,,,
36258,iglasty,iglasty,,,,,,,,
36259,iglasty lěs,"bór, las iglasty",,,,,,,,
26082,iglica,igła,,,,,,,,
26083,iglu,iglo,,,,,,,,
26084,ignorovanıje,ignorowanie,,,,,,,,
2596,ignorovati,ignorować,,,,,,,,
26086,igo,jarzmo,,,,,,,,
2598,igra,gra,,,,,,,,
19724,igrač,"gracz, zawodnik",,,,,,,,
19725,igračka,"graczka, zawodniczka",,,,,,,,
22390,igračka,zabawka,,,,,,,,
16940,igrašna karta,karta do gry,,,,,,,,
2599,igrati,grać,,,,,,,,
26094,igrek,igrek (y),,,,,,,,
2600,igrišče,plac zabaw,,,,,,,,
26096,igrivy,"żartobliwy, figlarny",,,,,,,,
26097,iguana,iguana,,,,,,,,
26098,igumen,igumen,,,,,,,,
26099,igumenja,igumen (kobieta),,,,,,,,
26100,ikati,czkać,,,,,,,,
26101,ikava,czkawka,,,,,,,,
303,ikra,"ikra, skrzek",,,,,,,,
3504,il,"glina, ił, muł",,,,,,,,
724,ili,"lub, albo",,,,,,,,
766,ili ... ili ...,albo ... albo ...,,,,,,,,
36561,Ilinojs,Illinois,,,,,,,,
1504,Ilir,Ilir,,,,,,,,
26106,iljm,wiąz,,,,,,,,
26107,ilovy,"gliniasty, mulisty, błotnisty, ilasty, iłowy",,,,,,,,
35300,ilustracija,ilustracja,,,,,,,,
19726,ilustrovati,ilustrować,,,,,,,,
35602,iluzija,"iluzja, złudzenie",,,,,,,,
34849,iluzionist,iluzjonista,,,,,,,,
26108,iluzorny,złudny,,,,,,,,
36882,imajmo nadějų,miejmy nadzieję,,,,,,,,
16340,imę,nazwa,,,,,,,,
16342,imę,imię,,,,,,,,
5975,"imeniteljnik, imeniteljny padež",mianownik,,,,,,,,
874,iměnıje,"własność, dobytek, majątek, mienie, posiadanie",,,,,,,,
786,imennik,rzeczownik,,,,,,,,
3745,imennik,imiennik,,,,,,,,
17486,imenno,"imiennie, mianowicie",,,,,,,,
3486,imenovati,"nazywać, mianować",,,,,,,,
3325,iměti dělo s,mieć do czynienia z,,,,,,,,
36890,iměti na myslji,"mieć na myśli, mieć na uwadze",,,,,,,,
36928,iměti na umu,"mieć na myśli, mieć na uwadze",,,,,,,,
17485,iměti nadějų,mieć nadzieję,,,,,,,,
33179,iměti njuh za něčto,mieć nosa do czegoś,,,,,,,,
876,iměti pravdų,mieć rację,,,,,,,,
36402,iměti smysl,mieć sens,,,,,,,,
23339,iměti važnosť,mieć znaczenie,,,,,,,,
3847,iměti žalj,żałować,,,,,,,,
23340,iměti značenıje,mieć znaczenie,,,,,,,,
417,"iměti, imati",musieć,,,,,,,,
875,"iměti, imati",mieć,,,,,,,,
4958,imigracija,imigracja,,,,,,,,
98,imigrant,imigrant,,,,,,,,
4959,imigrovati,imigrować,,,,,,,,
36437,imitacija,imitacja,,,,,,,,
36438,imitovati,"imitować, naśladować",,,,,,,,
896,imperator,imperator,,,,,,,,
2630,imperatorica,imperatryca,,,,,,,,
16942,imperfekt,"imperfekt, czas przeszły prosty",,,,,,,,
23852,imperializm,imperializm,,,,,,,,
35710,imperija,imperium,,,,,,,,
35953,implantovati,implantować,,,,,,,,
23846,imponovati,imponować,,,,,,,,
23847,imponujųći,imponujący,,,,,,,,
4961,import,import,,,,,,,,
4962,importovati,importować,,,,,,,,
36856,impotencija,impotencja,,,,,,,,
36857,impotentny,impotentny,,,,,,,,
23848,improvizacija,improwizacja,,,,,,,,
16943,improvizovati,improwizować,,,,,,,,
1206,impuls,impuls,,,,,,,,
23850,impulsivny,impulsywny,,,,,,,,
17487,imųći,zamożny,,,,,,,,
35814,imunitet,"immunitet, odporność",,,,,,,,
35815,imunny,odporny,,,,,,,,
17488,imųtòk,"mienie, własność, majątek",,,,,,,,
3764,inače,inaczej,,,,,,,,
7904,inako,"inaczej, w inny sposób",,,,,,,,
7905,inaky,innego rodzaju,,,,,,,,
19572,inamo,"doinąd, do innego miejsca, gdzie indziej",,,,,,,,
19727,inaùguraľny,inauguracyjny,,,,,,,,
35035,incest,kazirodztwo,,,,,,,,
4914,incident,incydent,,,,,,,,
2631,inde,gdzie indziej,,,,,,,,
16783,indeks,indeks,,,,,,,,
26122,indigo,indygo,,,,,,,,
1068,Indija,Indie,,,,,,,,
6405,"Indijan, Indijanin",Indianin,,,,,,,,
6406,Indijanka,Indianka,,,,,,,,
6408,indijansky,indiański,,,,,,,,
36364,Indijec,Hindus,,,,,,,,
36365,Indijka,Hinduska,,,,,,,,
4749,indijsky,indyjski,,,,,,,,
23498,Indijsky okean,Ocean Indyjski,,,,,,,,
15915,individ,"osoba, jednostka",,,,,,,,
26123,individuaľnosť,indywidualność,,,,,,,,
5138,individuaľny,indywidualny,,,,,,,,
2634,indoarijsky,indoaryjski,,,,,,,,
897,indoeùropejsky,indoeuropejski,,,,,,,,
1667,indoiransky,indoirański,,,,,,,,
6106,Indonezija,Indonezja,,,,,,,,
19728,indonezsky,indonezyjski,,,,,,,,
35180,industriaľny,"przemysłowy, industrialny",,,,,,,,
23474,indyk,indyk,,,,,,,,
36823,inercija,"bezwładność, inercja",,,,,,,,
2006,infekcija,infekcja,,,,,,,,
521,infinitiv,bezokolicznik,,,,,,,,
16784,inflacija,inflacja,,,,,,,,
769,informacija,informacja,,,,,,,,
7895,informant,"informator, donosiciel",,,,,,,,
36448,informatik,informatyk,,,,,,,,
36447,informatika,informatyka,,,,,,,,
19729,informativny,"pouczający, informatywny",,,,,,,,
862,informovany,"poinformowany, świadomy",,,,,,,,
863,informovati,informować,,,,,,,,
23579,infračŕveno světlo,podczerwień,,,,,,,,
35756,infračŕveny,podczerwony,,,,,,,,
16364,infrastruktura,infrastruktura,,,,,,,,
35558,ingredient,składnik,,,,,,,,
209,Inguš,Ingusz,,,,,,,,
1783,Ingušetija,Inguszetia,,,,,,,,
1300,ingušsky,"inguski, inguszetyjski",,,,,,,,
32377,inicializacija,inicjalizacja,,,,,,,,
32376,inicializovati,"inicjować, inicjalizować, rozpoczynać, rozpocząć",,,,,,,,
5309,iniciativa,inicjatywa,,,,,,,,
26125,inje,szron,,,,,,,,
26128,inje,"zastrzyk, iniekcja",,,,,,,,
33250,inkubator,inkubator,,,,,,,,
1319,inočij,należący do kogoś innego,,,,,,,,
307,inočto,coś innego,,,,,,,,
2633,"inògda, inògdy",kiedy indziej,,,,,,,,
26129,inohod,inochód,,,,,,,,
155,inokto,ktoś inny,,,,,,,,
19594,inoliky,innej wielkości,,,,,,,,
35275,"inoplanetjan, inoplanetjanin",kosmita,,,,,,,,
5855,inoskazanıje,alegoria,,,,,,,,
21873,inostrånèc,"cudzoziemiec, obcokrajowiec",,,,,,,,
35685,inovacija,innowacja,,,,,,,,
35753,inovativny,innowacyjny,,,,,,,,
7912,inovrėmenno,w innym czasie,,,,,,,,
7913,inozemèc,"cudzoziemiec, obcokrajowiec",,,,,,,,
7914,inozemny,cudzoziemski,,,,,,,,
17490,insekt,insekt,,,,,,,,
35897,inspiracija,inspiracja,,,,,,,,
35896,inspirovati,inspirować,,,,,,,,
2495,instalacija,instalacja,,,,,,,,
4968,instalovati,instalować,,,,,,,,
32805,instinkt,instynkt,,,,,,,,
19730,institucija,instytucja,,,,,,,,
26131,institut,instytut,,,,,,,,
2858,instrument,"instrument, narzędzie",,,,,,,,
16944,instrumental,narzędnik,,,,,,,,
4789,instrumentaľny,instrumentalny,,,,,,,,
34947,integracija,integracja,,,,,,,,
36084,integritet,integralność,,,,,,,,
34946,integrovati,integrować,,,,,,,,
3174,intelektual,intelektualista,,,,,,,,
19731,intelektuaľny,intelektualny,,,,,,,,
36332,intensivnosť,intensywność,,,,,,,,
2859,intensivny,intensywny,,,,,,,,
34853,interakcija,interakcja,,,,,,,,
34852,interaktivny,interaktywny,,,,,,,,
1330,interes,zainteresowanie,,,,,,,,
19732,interesno,ciekawie,,,,,,,,
2500,interesny,"ciekawy, zajmujący",,,,,,,,
34992,interesovati,interesować,,,,,,,,
15928,interesovati sę,interesować się,,,,,,,,
7916,interfejs,interfejs,,,,,,,,
36231,interier,wnętrze (w budynku),,,,,,,,
36232,interierny dizajn,wystrój wnętrz,,,,,,,,
31778,interlingvist,interlingwista,,,,,,,,
31777,interlingvističny,interlingwistyczny,,,,,,,,
31776,interlingvistika,interlingwistyka,,,,,,,,
31779,internacionalizm,internacjonalizm,,,,,,,,
3177,internacionalizovati,internacjonalizować,,,,,,,,
17491,internet,internet,,,,,,,,
35278,internetny,internetowy,,,,,,,,
4988,interpretacija,interpretacja,,,,,,,,
4987,interpretovati,interpretować,,,,,,,,
23620,interpunkcija,interpunkcja,,,,,,,,
16945,interrogativny zaimennik,zaimek pytający,,,,,,,,
35867,interval,interwał,,,,,,,,
35304,intervencija,interwencja,,,,,,,,
1819,intervju,wywiad (z kimś),,,,,,,,
35512,intriga,intryga,,,,,,,,
35809,intrigovati,intrygować,,,,,,,,
35810,intrigujųći,intrygujący,,,,,,,,
12090,introspekcija,introspekcja,,,,,,,,
6159,intuicija,intuicja,,,,,,,,
35161,intuitivny,intuicyjny,,,,,,,,
2493,inųdy,"inędy, inną drogą, do innego miejsca",,,,,,,,
34576,invalid,"inwalida, osoba niepełnosprawna",,,,,,,,
34575,invalidsky vozòk,wózek inwalidzki,,,,,,,,
19496,invazija,inwazja,,,,,,,,
23851,inventarizacija,inwentaryzacja,,,,,,,,
